example file                                                                   
k1=1.0E13,k2=1.0E13,k3=500000.0,k4=1000.0,k5=1.0,
Iter,Time,a,b,c,d,m,n,p,
617,0.616000E-06,0.186361E-06,0.415677E-07,0.107443E-05,0.103226E-06,0.355207E-06,0.292595E-06,0.626117E-07,
618,0.617000E-06,0.186092E-06,0.414904E-07,0.107551E-05,0.103111E-06,0.355399E-06,0.292641E-06,0.627580E-07,
619,0.618000E-06,0.185823E-06,0.414133E-07,0.107659E-05,0.102996E-06,0.355590E-06,0.292686E-06,0.629042E-07,
620,0.619000E-06,0.185555E-06,0.413364E-07,0.107766E-05,0.102882E-06,0.355781E-06,0.292731E-06,0.630505E-07,
621,0.620000E-06,0.185288E-06,0.412598E-07,0.107874E-05,0.102768E-06,0.355972E-06,0.292775E-06,0.631968E-07,
622,0.621000E-06,0.185021E-06,0.411835E-07,0.107982E-05,0.102654E-06,0.356162E-06,0.292819E-06,0.633432E-07,
623,0.622000E-06,0.184755E-06,0.411074E-07,0.108089E-05,0.102541E-06,0.356352E-06,0.292862E-06,0.634895E-07,
624,0.623000E-06,0.184490E-06,0.410315E-07,0.108197E-05,0.102427E-06,0.356541E-06,0.292905E-06,0.636359E-07,
625,0.624000E-06,0.184226E-06,0.409559E-07,0.108304E-05,0.102314E-06,0.356730E-06,0.292948E-06,0.637823E-07,
626,0.625000E-06,0.183962E-06,0.408806E-07,0.108412E-05,0.102201E-06,0.356918E-06,0.292989E-06,0.639287E-07,
627,0.626000E-06,0.183700E-06,0.408055E-07,0.108519E-05,0.102089E-06,0.357106E-06,0.293031E-06,0.640752E-07,
628,0.627000E-06,0.183437E-06,0.407306E-07,0.108627E-05,0.101976E-06,0.357293E-06,0.293072E-06,0.642216E-07,
629,0.628000E-06,0.183176E-06,0.406560E-07,0.108734E-05,0.101864E-06,0.357480E-06,0.293112E-06,0.643681E-07,
630,0.629000E-06,0.182915E-06,0.405816E-07,0.108842E-05,0.101752E-06,0.357666E-06,0.293152E-06,0.645146E-07,
631,0.630000E-06,0.182655E-06,0.405075E-07,0.108949E-05,0.101640E-06,0.357852E-06,0.293191E-06,0.646611E-07,
632,0.631000E-06,0.182396E-06,0.404336E-07,0.109057E-05,0.101529E-06,0.358038E-06,0.293230E-06,0.648077E-07,
633,0.632000E-06,0.182137E-06,0.403600E-07,0.109164E-05,0.101417E-06,0.358223E-06,0.293268E-06,0.649542E-07,
634,0.633000E-06,0.181879E-06,0.402866E-07,0.109271E-05,0.101306E-06,0.358407E-06,0.293306E-06,0.651008E-07,
635,0.634000E-06,0.181622E-06,0.402134E-07,0.109379E-05,0.101195E-06,0.358591E-06,0.293344E-06,0.652474E-07,
636,0.635000E-06,0.181366E-06,0.401405E-07,0.109486E-05,0.101085E-06,0.358775E-06,0.293381E-06,0.653940E-07,
637,0.636000E-06,0.181110E-06,0.400678E-07,0.109593E-05,0.100974E-06,0.358958E-06,0.293417E-06,0.655407E-07,
638,0.637000E-06,0.180855E-06,0.399953E-07,0.109700E-05,0.100864E-06,0.359141E-06,0.293453E-06,0.656873E-07,
639,0.638000E-06,0.180600E-06,0.399231E-07,0.109808E-05,0.100754E-06,0.359323E-06,0.293489E-06,0.658340E-07,
640,0.639000E-06,0.180347E-06,0.398511E-07,0.109915E-05,0.100644E-06,0.359505E-06,0.293524E-06,0.659807E-07,
641,0.640000E-06,0.180093E-06,0.397793E-07,0.110022E-05,0.100535E-06,0.359686E-06,0.293558E-06,0.661274E-07,
642,0.641000E-06,0.179841E-06,0.397078E-07,0.110129E-05,0.100426E-06,0.359867E-06,0.293593E-06,0.662741E-07,
643,0.642000E-06,0.179589E-06,0.396365E-07,0.110236E-05,0.100316E-06,0.360047E-06,0.293626E-06,0.664208E-07,
644,0.643000E-06,0.179338E-06,0.395654E-07,0.110343E-05,0.100208E-06,0.360227E-06,0.293659E-06,0.665676E-07,
645,0.644000E-06,0.179088E-06,0.394946E-07,0.110451E-05,0.100099E-06,0.360407E-06,0.293692E-06,0.667144E-07,
646,0.645000E-06,0.178838E-06,0.394240E-07,0.110558E-05,0.999904E-07,0.360586E-06,0.293724E-06,0.668612E-07,
647,0.646000E-06,0.178589E-06,0.393536E-07,0.110665E-05,0.998822E-07,0.360764E-06,0.293756E-06,0.670080E-07,
648,0.647000E-06,0.178341E-06,0.392834E-07,0.110772E-05,0.997742E-07,0.360942E-06,0.293788E-06,0.671548E-07,
649,0.648000E-06,0.178093E-06,0.392134E-07,0.110879E-05,0.996664E-07,0.361120E-06,0.293819E-06,0.673016E-07,
650,0.649000E-06,0.177846E-06,0.391437E-07,0.110986E-05,0.995588E-07,0.361297E-06,0.293849E-06,0.674485E-07,
651,0.650000E-06,0.177600E-06,0.390742E-07,0.111093E-05,0.994514E-07,0.361474E-06,0.293879E-06,0.675953E-07,
652,0.651000E-06,0.177354E-06,0.390049E-07,0.111200E-05,0.993443E-07,0.361651E-06,0.293909E-06,0.677422E-07,
653,0.652000E-06,0.177109E-06,0.389359E-07,0.111306E-05,0.992374E-07,0.361827E-06,0.293938E-06,0.678891E-07,
654,0.653000E-06,0.176865E-06,0.388670E-07,0.111413E-05,0.991306E-07,0.362002E-06,0.293966E-06,0.680360E-07,
655,0.654000E-06,0.176621E-06,0.387984E-07,0.111520E-05,0.990241E-07,0.362177E-06,0.293995E-06,0.681829E-07,
656,0.655000E-06,0.176378E-06,0.387300E-07,0.111627E-05,0.989179E-07,0.362352E-06,0.294022E-06,0.683299E-07,
657,0.656000E-06,0.176135E-06,0.386618E-07,0.111734E-05,0.988118E-07,0.362526E-06,0.294050E-06,0.684768E-07,
658,0.657000E-06,0.175894E-06,0.385938E-07,0.111841E-05,0.987059E-07,0.362700E-06,0.294077E-06,0.686238E-07,
659,0.658000E-06,0.175652E-06,0.385260E-07,0.111947E-05,0.986003E-07,0.362874E-06,0.294103E-06,0.687707E-07,
660,0.659000E-06,0.175412E-06,0.384585E-07,0.112054E-05,0.984948E-07,0.363047E-06,0.294129E-06,0.689177E-07,
661,0.660000E-06,0.175172E-06,0.383911E-07,0.112161E-05,0.983896E-07,0.363219E-06,0.294155E-06,0.690647E-07,
662,0.661000E-06,0.174933E-06,0.383240E-07,0.112268E-05,0.982846E-07,0.363391E-06,0.294180E-06,0.692118E-07,
663,0.662000E-06,0.174694E-06,0.382570E-07,0.112374E-05,0.981798E-07,0.363563E-06,0.294204E-06,0.693588E-07,
664,0.663000E-06,0.174456E-06,0.381903E-07,0.112481E-05,0.980752E-07,0.363734E-06,0.294229E-06,0.695058E-07,
665,0.664000E-06,0.174218E-06,0.381238E-07,0.112588E-05,0.979707E-07,0.363905E-06,0.294253E-06,0.696529E-07,
666,0.665000E-06,0.173982E-06,0.380576E-07,0.112694E-05,0.978665E-07,0.364076E-06,0.294276E-06,0.697999E-07,
667,0.666000E-06,0.173745E-06,0.379915E-07,0.112801E-05,0.977625E-07,0.364246E-06,0.294299E-06,0.699470E-07,
668,0.667000E-06,0.173510E-06,0.379256E-07,0.112907E-05,0.976587E-07,0.364416E-06,0.294322E-06,0.700941E-07,
669,0.668000E-06,0.173275E-06,0.378600E-07,0.113014E-05,0.975551E-07,0.364585E-06,0.294344E-06,0.702412E-07,
670,0.669000E-06,0.173041E-06,0.377945E-07,0.113121E-05,0.974516E-07,0.364754E-06,0.294366E-06,0.703883E-07,
671,0.670000E-06,0.172807E-06,0.377293E-07,0.113227E-05,0.973484E-07,0.364922E-06,0.294387E-06,0.705354E-07,
672,0.671000E-06,0.172574E-06,0.376642E-07,0.113334E-05,0.972454E-07,0.365090E-06,0.294408E-06,0.706825E-07,
673,0.672000E-06,0.172341E-06,0.375994E-07,0.113440E-05,0.971426E-07,0.365258E-06,0.294428E-06,0.708297E-07,
674,0.673000E-06,0.172109E-06,0.375347E-07,0.113547E-05,0.970400E-07,0.365425E-06,0.294448E-06,0.709768E-07,
675,0.674000E-06,0.171878E-06,0.374703E-07,0.113653E-05,0.969376E-07,0.365592E-06,0.294468E-06,0.711240E-07,
676,0.675000E-06,0.171647E-06,0.374060E-07,0.113759E-05,0.968354E-07,0.365759E-06,0.294487E-06,0.712712E-07,
677,0.676000E-06,0.171417E-06,0.373420E-07,0.113866E-05,0.967334E-07,0.365925E-06,0.294506E-06,0.714183E-07,
678,0.677000E-06,0.171188E-06,0.372781E-07,0.113972E-05,0.966316E-07,0.366090E-06,0.294525E-06,0.715655E-07,
679,0.678000E-06,0.170959E-06,0.372144E-07,0.114079E-05,0.965301E-07,0.366256E-06,0.294543E-06,0.717127E-07,
680,0.679000E-06,0.170731E-06,0.371510E-07,0.114185E-05,0.964287E-07,0.366420E-06,0.294560E-06,0.718599E-07,
681,0.680000E-06,0.170503E-06,0.370877E-07,0.114291E-05,0.963275E-07,0.366585E-06,0.294578E-06,0.720071E-07,
682,0.681000E-06,0.170276E-06,0.370246E-07,0.114398E-05,0.962265E-07,0.366749E-06,0.294595E-06,0.721543E-07,
683,0.682000E-06,0.170049E-06,0.369617E-07,0.114504E-05,0.961257E-07,0.366913E-06,0.294611E-06,0.723016E-07,
684,0.683000E-06,0.169823E-06,0.368990E-07,0.114610E-05,0.960251E-07,0.367076E-06,0.294627E-06,0.724488E-07,
685,0.684000E-06,0.169598E-06,0.368365E-07,0.114716E-05,0.959247E-07,0.367239E-06,0.294643E-06,0.725961E-07,
686,0.685000E-06,0.169373E-06,0.367742E-07,0.114823E-05,0.958245E-07,0.367401E-06,0.294658E-06,0.727433E-07,
687,0.686000E-06,0.169149E-06,0.367121E-07,0.114929E-05,0.957245E-07,0.367563E-06,0.294673E-06,0.728906E-07,
688,0.687000E-06,0.168925E-06,0.366501E-07,0.115035E-05,0.956247E-07,0.367725E-06,0.294687E-06,0.730378E-07,
689,0.688000E-06,0.168702E-06,0.365884E-07,0.115141E-05,0.955251E-07,0.367887E-06,0.294701E-06,0.731851E-07,
690,0.689000E-06,0.168479E-06,0.365268E-07,0.115247E-05,0.954257E-07,0.368048E-06,0.294715E-06,0.733324E-07,
691,0.690000E-06,0.168257E-06,0.364654E-07,0.115353E-05,0.953264E-07,0.368208E-06,0.294728E-06,0.734797E-07,
692,0.691000E-06,0.168036E-06,0.364042E-07,0.115460E-05,0.952274E-07,0.368368E-06,0.294741E-06,0.736270E-07,
693,0.692000E-06,0.167815E-06,0.363432E-07,0.115566E-05,0.951286E-07,0.368528E-06,0.294754E-06,0.737743E-07,
694,0.693000E-06,0.167595E-06,0.362824E-07,0.115672E-05,0.950300E-07,0.368688E-06,0.294766E-06,0.739216E-07,
695,0.694000E-06,0.167375E-06,0.362217E-07,0.115778E-05,0.949315E-07,0.368847E-06,0.294778E-06,0.740689E-07,
696,0.695000E-06,0.167156E-06,0.361612E-07,0.115884E-05,0.948333E-07,0.369005E-06,0.294789E-06,0.742162E-07,
697,0.696000E-06,0.166937E-06,0.361009E-07,0.115990E-05,0.947353E-07,0.369164E-06,0.294800E-06,0.743635E-07,
698,0.697000E-06,0.166719E-06,0.360408E-07,0.116096E-05,0.946374E-07,0.369322E-06,0.294811E-06,0.745109E-07,
699,0.698000E-06,0.166501E-06,0.359808E-07,0.116202E-05,0.945398E-07,0.369479E-06,0.294821E-06,0.746582E-07,
700,0.699000E-06,0.166284E-06,0.359210E-07,0.116308E-05,0.944423E-07,0.369637E-06,0.294831E-06,0.748055E-07,
701,0.700000E-06,0.166068E-06,0.358614E-07,0.116414E-05,0.943450E-07,0.369794E-06,0.294841E-06,0.749529E-07,
702,0.701000E-06,0.165852E-06,0.358020E-07,0.116520E-05,0.942480E-07,0.369950E-06,0.294850E-06,0.751002E-07,
703,0.702000E-06,0.165637E-06,0.357428E-07,0.116626E-05,0.941511E-07,0.370106E-06,0.294859E-06,0.752476E-07,
704,0.703000E-06,0.165422E-06,0.356837E-07,0.116732E-05,0.940544E-07,0.370262E-06,0.294867E-06,0.753949E-07,
705,0.704000E-06,0.165207E-06,0.356248E-07,0.116838E-05,0.939579E-07,0.370417E-06,0.294875E-06,0.755423E-07,
706,0.705000E-06,0.164994E-06,0.355660E-07,0.116943E-05,0.938616E-07,0.370572E-06,0.294883E-06,0.756897E-07,
707,0.706000E-06,0.164780E-06,0.355074E-07,0.117049E-05,0.937655E-07,0.370727E-06,0.294890E-06,0.758370E-07,
708,0.707000E-06,0.164568E-06,0.354490E-07,0.117155E-05,0.936696E-07,0.370881E-06,0.294897E-06,0.759844E-07,
709,0.708000E-06,0.164355E-06,0.353908E-07,0.117261E-05,0.935739E-07,0.371035E-06,0.294904E-06,0.761318E-07,
710,0.709000E-06,0.164144E-06,0.353327E-07,0.117367E-05,0.934783E-07,0.371189E-06,0.294910E-06,0.762792E-07,
711,0.710000E-06,0.163932E-06,0.352747E-07,0.117473E-05,0.933829E-07,0.371342E-06,0.294916E-06,0.764265E-07,
712,0.711000E-06,0.163722E-06,0.352170E-07,0.117578E-05,0.932877E-07,0.371495E-06,0.294921E-06,0.765739E-07,
713,0.712000E-06,0.163512E-06,0.351595E-07,0.117684E-05,0.931927E-07,0.371648E-06,0.294926E-06,0.767213E-07,
714,0.713000E-06,0.163302E-06,0.351022E-07,0.117790E-05,0.930978E-07,0.371800E-06,0.294931E-06,0.768687E-07,
715,0.714000E-06,0.163093E-06,0.350450E-07,0.117895E-05,0.930031E-07,0.371952E-06,0.294936E-06,0.770161E-07,
716,0.715000E-06,0.162885E-06,0.349880E-07,0.118001E-05,0.929087E-07,0.372103E-06,0.294940E-06,0.771635E-07,
717,0.716000E-06,0.162677E-06,0.349312E-07,0.118107E-05,0.928144E-07,0.372254E-06,0.294944E-06,0.773109E-07,
718,0.717000E-06,0.162469E-06,0.348745E-07,0.118213E-05,0.927202E-07,0.372405E-06,0.294947E-06,0.774583E-07,
719,0.718000E-06,0.162262E-06,0.348180E-07,0.118318E-05,0.926263E-07,0.372556E-06,0.294950E-06,0.776057E-07,
720,0.719000E-06,0.162056E-06,0.347617E-07,0.118424E-05,0.925325E-07,0.372706E-06,0.294953E-06,0.777531E-07,
721,0.720000E-06,0.161850E-06,0.347055E-07,0.118529E-05,0.924390E-07,0.372856E-06,0.294955E-06,0.779005E-07,
722,0.721000E-06,0.161645E-06,0.346495E-07,0.118635E-05,0.923456E-07,0.373005E-06,0.294957E-06,0.780479E-07,
723,0.722000E-06,0.161440E-06,0.345936E-07,0.118741E-05,0.922523E-07,0.373154E-06,0.294959E-06,0.781953E-07,
724,0.723000E-06,0.161235E-06,0.345379E-07,0.118846E-05,0.921593E-07,0.373303E-06,0.294960E-06,0.783427E-07,
725,0.724000E-06,0.161031E-06,0.344824E-07,0.118952E-05,0.920664E-07,0.373451E-06,0.294961E-06,0.784901E-07,
726,0.725000E-06,0.160828E-06,0.344270E-07,0.119057E-05,0.919738E-07,0.373599E-06,0.294962E-06,0.786375E-07,
727,0.726000E-06,0.160625E-06,0.343718E-07,0.119163E-05,0.918813E-07,0.373747E-06,0.294962E-06,0.787849E-07,
728,0.727000E-06,0.160422E-06,0.343167E-07,0.119268E-05,0.917889E-07,0.373894E-06,0.294962E-06,0.789323E-07,
729,0.728000E-06,0.160220E-06,0.342618E-07,0.119374E-05,0.916968E-07,0.374041E-06,0.294962E-06,0.790797E-07,
730,0.729000E-06,0.160019E-06,0.342070E-07,0.119479E-05,0.916048E-07,0.374188E-06,0.294961E-06,0.792271E-07,
731,0.730000E-06,0.159818E-06,0.341524E-07,0.119585E-05,0.915130E-07,0.374335E-06,0.294960E-06,0.793745E-07,
732,0.731000E-06,0.159617E-06,0.340980E-07,0.119690E-05,0.914214E-07,0.374481E-06,0.294959E-06,0.795219E-07,
733,0.732000E-06,0.159417E-06,0.340437E-07,0.119796E-05,0.913300E-07,0.374626E-06,0.294957E-06,0.796693E-07,
734,0.733000E-06,0.159218E-06,0.339896E-07,0.119901E-05,0.912387E-07,0.374772E-06,0.294955E-06,0.798167E-07,
735,0.734000E-06,0.159019E-06,0.339356E-07,0.120006E-05,0.911476E-07,0.374917E-06,0.294953E-06,0.799641E-07,
736,0.735000E-06,0.158820E-06,0.338817E-07,0.120112E-05,0.910567E-07,0.375062E-06,0.294950E-06,0.801115E-07,
737,0.736000E-06,0.158622E-06,0.338280E-07,0.120217E-05,0.909659E-07,0.375206E-06,0.294947E-06,0.802589E-07,
738,0.737000E-06,0.158424E-06,0.337745E-07,0.120323E-05,0.908754E-07,0.375350E-06,0.294944E-06,0.804063E-07,
739,0.738000E-06,0.158227E-06,0.337211E-07,0.120428E-05,0.907850E-07,0.375494E-06,0.294940E-06,0.805537E-07,
740,0.739000E-06,0.158031E-06,0.336679E-07,0.120533E-05,0.906948E-07,0.375637E-06,0.294936E-06,0.807011E-07,
741,0.740000E-06,0.157834E-06,0.336148E-07,0.120639E-05,0.906047E-07,0.375780E-06,0.294932E-06,0.808485E-07,
742,0.741000E-06,0.157639E-06,0.335619E-07,0.120744E-05,0.905148E-07,0.375923E-06,0.294927E-06,0.809959E-07,
743,0.742000E-06,0.157443E-06,0.335091E-07,0.120849E-05,0.904251E-07,0.376066E-06,0.294923E-06,0.811432E-07,
744,0.743000E-06,0.157248E-06,0.334564E-07,0.120954E-05,0.903356E-07,0.376208E-06,0.294917E-06,0.812906E-07,
745,0.744000E-06,0.157054E-06,0.334039E-07,0.121060E-05,0.902462E-07,0.376350E-06,0.294912E-06,0.814380E-07,
746,0.745000E-06,0.156860E-06,0.333516E-07,0.121165E-05,0.901570E-07,0.376491E-06,0.294906E-06,0.815854E-07,
747,0.746000E-06,0.156667E-06,0.332993E-07,0.121270E-05,0.900680E-07,0.376633E-06,0.294900E-06,0.817328E-07,
748,0.747000E-06,0.156474E-06,0.332473E-07,0.121375E-05,0.899792E-07,0.376774E-06,0.294893E-06,0.818801E-07,
749,0.748000E-06,0.156281E-06,0.331953E-07,0.121480E-05,0.898905E-07,0.376914E-06,0.294887E-06,0.820275E-07,
750,0.749000E-06,0.156089E-06,0.331435E-07,0.121586E-05,0.898020E-07,0.377054E-06,0.294880E-06,0.821748E-07,
751,0.750000E-06,0.155897E-06,0.330919E-07,0.121691E-05,0.897136E-07,0.377194E-06,0.294872E-06,0.823222E-07,
752,0.751000E-06,0.155706E-06,0.330404E-07,0.121796E-05,0.896254E-07,0.377334E-06,0.294865E-06,0.824696E-07,
753,0.752000E-06,0.155515E-06,0.329890E-07,0.121901E-05,0.895374E-07,0.377474E-06,0.294857E-06,0.826169E-07,
754,0.753000E-06,0.155325E-06,0.329378E-07,0.122006E-05,0.894496E-07,0.377613E-06,0.294848E-06,0.827643E-07,
755,0.754000E-06,0.155135E-06,0.328867E-07,0.122111E-05,0.893619E-07,0.377751E-06,0.294840E-06,0.829116E-07,
756,0.755000E-06,0.154946E-06,0.328358E-07,0.122216E-05,0.892744E-07,0.377890E-06,0.294831E-06,0.830589E-07,
757,0.756000E-06,0.154757E-06,0.327849E-07,0.122322E-05,0.891871E-07,0.378028E-06,0.294822E-06,0.832063E-07,
758,0.757000E-06,0.154568E-06,0.327343E-07,0.122427E-05,0.890999E-07,0.378166E-06,0.294812E-06,0.833536E-07,
759,0.758000E-06,0.154380E-06,0.326838E-07,0.122532E-05,0.890129E-07,0.378303E-06,0.294802E-06,0.835009E-07,
760,0.759000E-06,0.154193E-06,0.326335E-07,0.122637E-05,0.889260E-07,0.378441E-06,0.294792E-06,0.836482E-07,
761,0.760000E-06,0.154006E-06,0.325833E-07,0.122742E-05,0.888393E-07,0.378577E-06,0.294782E-06,0.837955E-07,
762,0.761000E-06,0.153819E-06,0.325333E-07,0.122847E-05,0.887528E-07,0.378714E-06,0.294771E-06,0.839429E-07,
763,0.762000E-06,0.153633E-06,0.324835E-07,0.122952E-05,0.886664E-07,0.378850E-06,0.294760E-06,0.840902E-07,
764,0.763000E-06,0.153448E-06,0.324337E-07,0.123057E-05,0.885802E-07,0.378986E-06,0.294749E-06,0.842375E-07,
765,0.764000E-06,0.153262E-06,0.323841E-07,0.123162E-05,0.884942E-07,0.379122E-06,0.294737E-06,0.843848E-07,
766,0.765000E-06,0.153078E-06,0.323347E-07,0.123267E-05,0.884083E-07,0.379257E-06,0.294725E-06,0.845321E-07,
767,0.766000E-06,0.152893E-06,0.322853E-07,0.123371E-05,0.883226E-07,0.379392E-06,0.294713E-06,0.846793E-07,
768,0.767000E-06,0.152709E-06,0.322361E-07,0.123476E-05,0.882370E-07,0.379527E-06,0.294700E-06,0.848266E-07,
769,0.768000E-06,0.152526E-06,0.321871E-07,0.123581E-05,0.881516E-07,0.379661E-06,0.294687E-06,0.849739E-07,
770,0.769000E-06,0.152343E-06,0.321382E-07,0.123686E-05,0.880663E-07,0.379795E-06,0.294674E-06,0.851211E-07,
771,0.770000E-06,0.152160E-06,0.320894E-07,0.123791E-05,0.879813E-07,0.379929E-06,0.294661E-06,0.852684E-07,
772,0.771000E-06,0.151978E-06,0.320407E-07,0.123896E-05,0.878963E-07,0.380063E-06,0.294647E-06,0.854157E-07,
773,0.772000E-06,0.151796E-06,0.319922E-07,0.124001E-05,0.878116E-07,0.380196E-06,0.294633E-06,0.855629E-07,
774,0.773000E-06,0.151615E-06,0.319438E-07,0.124106E-05,0.877270E-07,0.380329E-06,0.294619E-06,0.857101E-07,
775,0.774000E-06,0.151434E-06,0.318956E-07,0.124210E-05,0.876425E-07,0.380462E-06,0.294605E-06,0.858574E-07,
776,0.775000E-06,0.151253E-06,0.318474E-07,0.124315E-05,0.875582E-07,0.380594E-06,0.294590E-06,0.860046E-07,
777,0.776000E-06,0.151073E-06,0.317994E-07,0.124420E-05,0.874741E-07,0.380726E-06,0.294575E-06,0.861518E-07,
778,0.777000E-06,0.150893E-06,0.317516E-07,0.124525E-05,0.873901E-07,0.380858E-06,0.294559E-06,0.862990E-07,
779,0.778000E-06,0.150714E-06,0.317038E-07,0.124630E-05,0.873063E-07,0.380990E-06,0.294544E-06,0.864462E-07,
780,0.779000E-06,0.150535E-06,0.316562E-07,0.124734E-05,0.872226E-07,0.381121E-06,0.294528E-06,0.865934E-07,
781,0.780000E-06,0.150357E-06,0.316088E-07,0.124839E-05,0.871391E-07,0.381252E-06,0.294512E-06,0.867406E-07,
782,0.781000E-06,0.150179E-06,0.315614E-07,0.124944E-05,0.870557E-07,0.381383E-06,0.294495E-06,0.868878E-07,
783,0.782000E-06,0.150001E-06,0.315142E-07,0.125049E-05,0.869725E-07,0.381513E-06,0.294478E-06,0.870349E-07,
784,0.783000E-06,0.149824E-06,0.314671E-07,0.125153E-05,0.868895E-07,0.381643E-06,0.294461E-06,0.871821E-07,
785,0.784000E-06,0.149647E-06,0.314201E-07,0.125258E-05,0.868066E-07,0.381773E-06,0.294444E-06,0.873292E-07,
786,0.785000E-06,0.149470E-06,0.313733E-07,0.125363E-05,0.867238E-07,0.381903E-06,0.294427E-06,0.874764E-07,
787,0.786000E-06,0.149294E-06,0.313266E-07,0.125467E-05,0.866412E-07,0.382032E-06,0.294409E-06,0.876235E-07,
788,0.787000E-06,0.149119E-06,0.312800E-07,0.125572E-05,0.865588E-07,0.382161E-06,0.294391E-06,0.877706E-07,
789,0.788000E-06,0.148943E-06,0.312335E-07,0.125677E-05,0.864765E-07,0.382290E-06,0.294372E-06,0.879177E-07,
790,0.789000E-06,0.148769E-06,0.311871E-07,0.125781E-05,0.863944E-07,0.382418E-06,0.294354E-06,0.880648E-07,
791,0.790000E-06,0.148594E-06,0.311409E-07,0.125886E-05,0.863124E-07,0.382547E-06,0.294335E-06,0.882119E-07,
792,0.791000E-06,0.148420E-06,0.310948E-07,0.125991E-05,0.862305E-07,0.382675E-06,0.294316E-06,0.883590E-07,
793,0.792000E-06,0.148247E-06,0.310488E-07,0.126095E-05,0.861489E-07,0.382802E-06,0.294296E-06,0.885061E-07,
794,0.793000E-06,0.148073E-06,0.310030E-07,0.126200E-05,0.860673E-07,0.382930E-06,0.294277E-06,0.886532E-07,
795,0.794000E-06,0.147900E-06,0.309572E-07,0.126304E-05,0.859859E-07,0.383057E-06,0.294257E-06,0.888002E-07,
796,0.795000E-06,0.147728E-06,0.309116E-07,0.126409E-05,0.859047E-07,0.383184E-06,0.294236E-06,0.889473E-07,
797,0.796000E-06,0.147556E-06,0.308661E-07,0.126513E-05,0.858236E-07,0.383310E-06,0.294216E-06,0.890943E-07,
798,0.797000E-06,0.147384E-06,0.308207E-07,0.126618E-05,0.857426E-07,0.383437E-06,0.294195E-06,0.892413E-07,
799,0.798000E-06,0.147213E-06,0.307755E-07,0.126722E-05,0.856618E-07,0.383563E-06,0.294174E-06,0.893883E-07,
800,0.799000E-06,0.147042E-06,0.307303E-07,0.126827E-05,0.855812E-07,0.383689E-06,0.294153E-06,0.895353E-07,
801,0.800000E-06,0.146871E-06,0.306853E-07,0.126931E-05,0.855006E-07,0.383814E-06,0.294132E-06,0.896823E-07,
802,0.801000E-06,0.146701E-06,0.306404E-07,0.127036E-05,0.854203E-07,0.383939E-06,0.294110E-06,0.898293E-07,
803,0.802000E-06,0.146531E-06,0.305956E-07,0.127140E-05,0.853400E-07,0.384064E-06,0.294088E-06,0.899763E-07,
804,0.803000E-06,0.146362E-06,0.305509E-07,0.127245E-05,0.852600E-07,0.384189E-06,0.294066E-06,0.901232E-07,
805,0.804000E-06,0.146193E-06,0.305063E-07,0.127349E-05,0.851800E-07,0.384314E-06,0.294043E-06,0.902702E-07,
806,0.805000E-06,0.146024E-06,0.304619E-07,0.127454E-05,0.851002E-07,0.384438E-06,0.294021E-06,0.904171E-07,
807,0.806000E-06,0.145856E-06,0.304176E-07,0.127558E-05,0.850206E-07,0.384562E-06,0.293998E-06,0.905640E-07,
808,0.807000E-06,0.145688E-06,0.303733E-07,0.127663E-05,0.849411E-07,0.384686E-06,0.293975E-06,0.907110E-07,
809,0.808000E-06,0.145520E-06,0.303292E-07,0.127767E-05,0.848617E-07,0.384809E-06,0.293951E-06,0.908579E-07,
810,0.809000E-06,0.145353E-06,0.302852E-07,0.127871E-05,0.847825E-07,0.384932E-06,0.293928E-06,0.910047E-07,
811,0.810000E-06,0.145186E-06,0.302413E-07,0.127976E-05,0.847034E-07,0.385055E-06,0.293904E-06,0.911516E-07,
812,0.811000E-06,0.145020E-06,0.301976E-07,0.128080E-05,0.846245E-07,0.385178E-06,0.293879E-06,0.912985E-07,
813,0.812000E-06,0.144854E-06,0.301539E-07,0.128185E-05,0.845457E-07,0.385300E-06,0.293855E-06,0.914453E-07,
814,0.813000E-06,0.144688E-06,0.301104E-07,0.128289E-05,0.844670E-07,0.385423E-06,0.293830E-06,0.915922E-07,
815,0.814000E-06,0.144522E-06,0.300669E-07,0.128393E-05,0.843885E-07,0.385545E-06,0.293806E-06,0.917390E-07,
816,0.815000E-06,0.144357E-06,0.300236E-07,0.128498E-05,0.843101E-07,0.385666E-06,0.293780E-06,0.918858E-07,
817,0.816000E-06,0.144193E-06,0.299804E-07,0.128602E-05,0.842319E-07,0.385788E-06,0.293755E-06,0.920326E-07,
818,0.817000E-06,0.144028E-06,0.299373E-07,0.128706E-05,0.841538E-07,0.385909E-06,0.293730E-06,0.921794E-07,
819,0.818000E-06,0.143864E-06,0.298943E-07,0.128811E-05,0.840758E-07,0.386030E-06,0.293704E-06,0.923262E-07,
820,0.819000E-06,0.143701E-06,0.298514E-07,0.128915E-05,0.839980E-07,0.386151E-06,0.293678E-06,0.924729E-07,
821,0.820000E-06,0.143537E-06,0.298086E-07,0.129019E-05,0.839203E-07,0.386271E-06,0.293651E-06,0.926197E-07,
822,0.821000E-06,0.143374E-06,0.297659E-07,0.129123E-05,0.838427E-07,0.386391E-06,0.293625E-06,0.927664E-07,
823,0.822000E-06,0.143212E-06,0.297233E-07,0.129228E-05,0.837653E-07,0.386511E-06,0.293598E-06,0.929131E-07,
